"","Distance","Performance","cluster"
"296",2.48393091577679,-3.09643343832392,3
"297",-0.463808265296943,-3.45124137621788,1
"298",-0.689195924313847,-3.43763903812905,1
"299",2.65583751316464,-3.04994457827624,3
"300",-0.727301603566878,-3.39099367814015,1
"301",-0.0507761230185553,-3.30326581917191,1
"302",-0.688251293623088,-3.45673702869619,1
"303",-0.645767269466452,-3.41415862244615,1
"304",-0.712672078112984,-3.47474656307623,1
"305",-0.389127032127301,-3.48776484778348,1
"306",-0.904708299871607,-3.52985603663242,1
"307",-0.819090360672884,-3.52638668904863,1
"308",-0.375556997664764,-3.49396215319795,1
"309",-0.433157795018106,-3.51178150190475,1
"310",-0.702182903576633,-3.45533418017595,1
"311",-0.405102842484155,-3.31121533924104,1
"312",-0.348593111088062,-3.40843097899073,1
"313",-0.912764498643319,-3.48058403336499,1
"314",-0.773466512247661,-3.36175001917565,1
"315",-0.845085063893532,-3.49648020325011,1
"316",2.46962137902169,-3.13628921422401,3
"317",-0.622177492421394,-3.60870834756955,1
"318",2.34458929981083,-3.15115732701632,3
"319",-0.669748898786843,-3.41297506605622,1
"320",2.23205781169564,-3.228735788982,0
"321",-0.109703733471836,-3.35287271245668,1
"322",-0.793629211030976,-3.44011472150442,1
"323",-0.364047886853585,-3.37392260369472,1
"324",-0.687344897527323,-3.47614049333882,1
"325",-0.412132369006967,-3.55209102192665,1
"326",-0.642508322689838,-3.55616402322954,1
"327",-0.561161280404193,-3.41596711019099,1
"328",-0.506989350482202,-3.56033473750402,1
"329",-0.740024695083161,-3.45797129875445,1
"330",-0.841080628435376,-3.55018193753911,1
"331",-0.77379184406088,-3.45077099219749,1
"332",-0.734481632596568,-3.47054082734642,1
"333",-0.410428255616088,-3.47897679984928,1
"334",-0.69104622142424,-3.47397194760437,1
"335",-0.635857362427655,-3.42293718900058,1
"336",-0.542489146787926,-3.44571646409589,1
"337",-0.986395732007566,-3.60498821209647,1
"338",-0.569428745275548,-3.52780242170096,1
"339",-0.847007349233878,-3.5357866429199,1
"340",-0.454936861248623,-3.42339010286666,1
"341",-0.323412019940044,-3.45566164232337,1
"342",-0.195358167112749,-3.35840482988201,1
"343",-0.329875175705967,-3.43985259220022,1
"344",-0.951700575564749,-3.55615091643722,1
"345",-0.620184255414755,-3.57161976033155,1
"346",-0.757354524008881,-3.473243067969,1
"347",-0.570082009156867,-3.31108979685157,1
"348",-0.552312493199361,-3.4235860753738,1
"349",-0.778039141237029,-3.44207369263894,1
"350",-0.798551242769413,-3.59963128952927,1
"351",-0.849959797118389,-3.58670133144467,1
"352",-0.761695503060745,-3.42054956143194,1
"353",2.34679527945989,-3.09324062392456,3
"354",-0.486084602365932,-3.40300594770076,1
"355",2.28133568753509,-3.14710330486562,3
"356",-0.762297205865904,-3.36222955917134,1
"357",-0.779986280172531,-3.53818268420133,1
"358",-0.550657544959431,-3.44761671569426,1
"359",-0.689798532295927,-3.45000782648028,1
"360",-0.807799365451442,-3.56043534074749,1
"361",-0.241779662075021,-3.32533950492632,1
"362",-0.787145735458178,-3.60766630329901,1
"363",-0.94178799523296,-3.55758647179917,1
"364",-0.696350944069252,-3.46359613124157,1
"365",-0.878278627428415,-3.5772173827451,1
"366",-0.818313849587478,-3.50205280566218,1
"367",-0.640286179519611,-3.42677218368749,1
"368",-0.451693254120898,-3.46075910604806,1
"369",-0.477764033426887,-3.35407370586351,1
"370",-0.684363668033028,-3.44456845712178,1
"371",-0.175250864894126,-3.37685030243193,1
"372",-0.462445107813558,-3.44016227880216,1
"373",-0.68375430598894,-3.52422121112045,1
"374",-0.43486985879051,-3.41954345815814,1
"375",2.80461595203712,-3.08351143993541,3
"376",2.05972065179889,-3.17714108738353,3
"377",-0.752226944311112,-3.49139771540982,1
"378",2.41536716027112,-3.10463276314125,3
"379",-0.403267884844286,-3.3583941443336,1
"380",2.0472605563986,-3.2153663650178,3
"381",-0.593777643744448,-3.41061651521375,1
"382",-0.912875300491521,-3.51462602538427,1
"383",-0.59475437267756,-3.37586513988187,1
"384",-0.388095054176167,-3.45192272926413,1
"385",2.22483811895384,-3.16070019586816,3
"386",2.10300779721528,-3.12882610226277,3
"387",-0.319951032626053,-3.43845981343229,1
"388",-0.34737579536158,-3.43836798095653,1
"389",-0.596827361494059,-3.38392593167938,1
"390",-0.941832600753376,-3.52936766292352,1
"391",-0.703454374445015,-3.38151075247344,1
"392",-0.660972882510305,-3.3589980718863,1
"393",2.55006344758019,-3.09071049753115,3
"394",2.24652403982542,-3.10055020522202,3
"395",-0.430414955671287,-3.44969746853576,1
"396",2.61376959162887,-3.16873176753867,3
"397",-0.437664971947443,-3.41580746192387,1
"398",-0.198274839598755,-3.43009355475077,1
"399",-1.01898415264028,-3.52387961519598,1
"400",-0.74929562682212,-3.44326999934299,1
