"distance","distance_wr","train_performance","test_performance"
20.6615463422557,18.2988276019161,14.632907555356,14.6414807986297
15.2934468164061,13.082463970619,14.6403344882329,14.6234546141768
964.481203098391,949.353520626695,14.6484269283691,14.6968213423708
965.006761379477,955.122036477262,14.6218482509585,14.7129645734595
1094.07733684797,1081.73872539292,14.6167302799476,14.740412687095
17.8309638743884,15.3203419782554,14.6462732131114,14.6095336896323
22.4080842126929,19.5487835431054,14.6342900251753,14.6394463587292
23.6283315890094,21.0622809255528,14.6427766762153,14.6202746477217
20.6466075986441,18.3097728125708,14.628227897834,14.6525114258861
1062.548932075,1045.9264902261,14.6189332743684,14.7672976056125
28.4556485194481,25.2829810215719,14.6102928200301,14.6960287835564
12.5573622079093,10.9715644057101,14.634926248029,14.635749758917
1247.91695193902,1234.21368681869,14.6380154480761,14.7071966486121
18.2739314564725,15.7127309270224,14.6356986681904,14.6347533676431
15.028533842294,13.2249109322925,14.6486538130511,14.6036432091831
14.2081674168699,12.5945595128786,14.6549532456366,14.5879014162478
21.1662767915122,18.5752697034403,14.6431299814077,14.6174833101887
1134.65082695708,1125.07279999022,14.6332430606927,14.6869005326047
21.3456444078605,18.4751575931189,14.6174160442318,14.6770626377475
19.0428156919608,16.2420134361527,14.6232151567489,14.66383208831
17.6229107862071,15.4654447263911,14.6389690504691,14.6266411430844
11.7678844322581,10.0185333833406,14.6496878456319,14.6012239193621
21.1692371049826,18.4961684957916,14.6321894670835,14.6445124245805
20.6750050286475,18.7297089017239,14.6359925583317,14.6344932101894
22.8340788078401,19.4676853200858,14.6205264463197,14.6711729196472
25.1729525155375,21.537274418501,14.6140498412489,14.6876989244402
23.336970585349,20.6329097300841,14.6175800407244,14.6766846330991
1091.95222092957,1080.79890969919,14.6184085330329,14.728846856927
947.320227471319,933.898223074592,14.6345210746958,14.7123309610377
941.75805890491,926.998438361413,14.626324784246,14.7387667133473
18.8173461679948,16.2952217225625,14.6275925696211,14.6534119378048
18.161162392678,16.1357999623951,14.6369095551988,14.6319127002213
15.8550039734955,14.2746707377891,14.6418338556113,14.6197402623326
16.1535771414304,14.132479569947,14.6451690445625,14.6119973298655
14.0093699967863,12.7727824718422,14.6505735831891,14.598827700309
26.9690532702285,23.5957566093431,14.6354108265157,14.6389646611564
23.7999049052068,20.6928241137597,14.655891199382,14.5885812640831
17.1379721888498,15.8795868394713,14.6440290575826,14.6143441475216
18.1986880410651,16.568618227386,14.6527051816413,14.5935222389507
20.7529215432523,18.4832235983675,14.6371602882108,14.6330113242396
876.046083812619,861.476060868568,14.64337316264,14.703064757815
20.5098012597059,17.5184821645075,14.6417260905348,14.6209560292073
17.980095961419,16.2248773878584,14.6368518638298,14.6318414209628
20.9282719482725,18.6484833047628,14.6391870273234,14.6273104253531
15.8627881103991,14.4462749971389,14.644324652115,14.6143172109509
19.5480331079406,17.4779662102403,14.61693303373,14.6774442522609
904.724784402764,891.710369185494,14.6162143793125,14.7459696355292
21.5803621523188,18.8657334377122,14.6172468018149,14.677291190039
1041.48126989527,1027.30836343102,14.6399068611892,14.7069326202194
19.1870428205101,17.6572877054903,14.6550468167775,14.5877995828988
23.0674280701814,19.6283262110387,14.6238806751354,14.6637444417731
24.9902462549011,22.2156811718652,14.6479070208445,14.6076632846574
960.303343571215,942.885416607628,14.6214535849127,14.7678227001879
27.4618129611544,24.0713094412893,14.6307367162906,14.6505496945281
16.6314831121344,14.7734961095114,14.6333090146709,14.6398246919606
22.4843808085209,20.0356323411817,14.6369178315798,14.6326564202288
14.4187378147425,12.7965116590929,14.6504524585604,14.5991162974632
23.9795261811422,20.3845453116729,14.6236564150286,14.6657798433987
12.5952394067327,11.4435740710801,14.6533555693308,14.5925800742214
22.6009174986114,19.8075012790622,14.6184873329143,14.6751594320036
9.92582629302453,8.26854787788815,14.6526857439351,14.5941473565581
1219.72401313884,1210.7455935197,14.6239908180692,14.7022854545929
19.1428430261128,16.8450833928519,14.6285893984561,14.6513166055244
1516.29841641466,1509.54793195092,14.6121868115674,14.7128064710534
20.2284326211749,17.7795332095388,14.634745002099,14.6372939739932
18.2048941535661,16.1692340904845,14.6431128010382,14.6177223829624
19.1002070906466,16.8568584292945,14.6364757409077,14.6328699609931
12.6262789463558,11.2466716682929,14.639129278019,14.6265300779467
18.560338655535,16.7430372223947,14.640327902963,14.6243332830041
1119.68745508036,1114.50751926388,14.6248544941254,14.6754677090448
24.5765225608651,21.3628183413665,14.639373751511,14.6287335383635
20.6562112570442,18.4015947552702,14.6428856685499,14.6188624092624
1162.07937504952,1155.336485612,14.6312257396434,14.6714435229047
24.5085584790609,21.9564720375506,14.6228427012535,14.6667652795662
23.3224188733515,20.4431287746193,14.6325881959316,14.6433594341612
17.6299555713967,15.3728549629364,14.6465273057172,14.6086985642323
21.5626609883178,19.3728587810058,14.6338095881638,14.6396903274274
1104.49433909431,1096.13769945034,14.6261630733826,14.693143767668
16.7479420229503,14.532243355992,14.6334395436092,14.639524961628
954.871785178167,940.905801883386,14.6288866483551,14.727636933585
14.7290639416107,13.1690643156319,14.6351341306644,14.6358310749942
22.0420329684551,20.1332023917865,14.6437613781945,14.6160081648028
20.518683002432,17.7343500147322,14.6274219395337,14.6539525128699
24.8570369269599,21.309956002539,14.6167362696127,14.681188698728
23.15424477999,19.7975762893454,14.6258198471825,14.6595605457724
19.0589359775605,17.4200759957036,14.636001330187,14.6334244546919
1025.58513837463,1013.38455583734,14.6201700323277,14.7328184511243
11.1849370339397,9.71624420265341,14.6441233607473,14.6144388419401
19.9690225850489,17.1369751131716,14.6266403349873,14.6560137360724
11.2717974928718,9.83110403900453,14.635964392521,14.6346714125769
18.7313635049952,16.6493243095529,14.6472831503385,14.6065769545859
20.7181260356748,17.8034231925252,14.6302323086667,14.6478055152879
19.3044983983452,16.5595734068707,14.6430295789358,14.6182439203518
14.7980008623689,13.5976275735399,14.6466105464095,14.609130119651
1000.04830586927,990.641352432997,14.6004793747453,14.7531045114384
23.5835228508622,20.5638456691107,14.6184722614736,14.6757932462528
18.9216869311815,16.6786541179004,14.6375209768527,14.6306931888823
1038.83109434923,1024.436433469,14.6312834557356,14.7266394607751
1413.11456938827,1405.77776371679,14.6200083497045,14.7000292923915
1290.467777095,1280.80549239805,14.631707346739,14.6904726645158
18.9658131067818,16.1834868574437,14.6498551546575,14.6012800780346
18.9277683217993,17.2990145646643,14.6390520582641,14.6268804674504
1005.24147966731,991.718966073062,14.6254654316296,14.7313698138096
17.5289741812446,14.9678434794855,14.6163453561757,14.679615228356
15.874308924371,14.0711625118991,14.6344446832165,14.6368319065341
14.4450156777416,12.5151635431451,14.6375634372667,14.6303885925553
13.9274149559331,12.3363132608219,14.6504394958952,14.5992443533816
